Student_ID,Age,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Diet_Quality,Internet_Quality,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Final_Score,Gender_Female,Gender_Male,Gender_Non-Binary,Part_Time_Job_No,Part_Time_Job_Yes,Study_Method_Hybrid,Study_Method_Offline,Study_Method_Online,Extracurricular_No,Extracurricular_Yes,Work_Life_Balance
STU01212,22,0.4056761268781302,0.9682539682539684,8.9,0.39999999999999997,0.46153846153846156,3.45,0,0,2,2,3.1,0.8974990281197356,False,True,False,True,False,False,True,False,False,True,6.890000000000001
STU01213,21,0.4257095158597663,0.6419753086419753,7.5,0.31111111111111106,0.29670329670329676,3.12,2,2,2,2,3.8,0.874433069845795,True,False,False,True,False,True,False,False,False,True,6.3100000000000005
STU01214,21,0.6252086811352253,0.5167548500881833,8.1,0.7,0.27472527472527475,3.13,0,2,2,1,5.5,0.8248023843462485,True,False,False,True,False,True,False,False,False,True,7.805
STU01215,21,0.5959933222036728,0.4814814814814814,6.7,0.4666666666666666,0.37362637362637363,4.0,0,3,2,2,3.8,0.9008682130361539,False,True,False,True,False,False,True,False,False,True,6.93
STU01216,19,0.2938230383973289,0.8571428571428572,6.4,0.14444444444444443,0.3516483516483516,3.64,1,2,1,0,3.9,0.8972398600492418,True,False,False,True,False,False,False,True,True,False,4.970000000000001
STU01217,21,0.42737896494156924,0.5485008818342152,7.3,0.6000000000000001,0.27472527472527475,2.32,0,2,1,2,4.0,0.7479590514448621,True,False,False,True,False,True,False,False,True,False,6.22
STU01218,19,0.16611018363939897,0.6790123456790123,5.7,0.5111111111111111,0.3296703296703296,2.59,2,2,1,2,6.5,0.46637294285344044,False,True,False,True,False,True,False,False,False,True,3.855
STU01219,17,0.25459098497495825,0.3544973544973544,6.6,0.6444444444444444,0.4725274725274725,3.04,0,0,1,2,6.3,0.40637553453414543,True,False,False,True,False,False,True,False,False,True,4.835
STU01220,17,0.4181969949916528,0.29453262786596124,9.6,0.6111111111111112,0.4725274725274725,3.01,0,2,4,2,2.9,0.8613450822858625,True,False,False,True,False,False,False,True,True,False,7.3149999999999995
STU01221,22,0.5208681135225376,0.6948853615520283,6.9,0.21111111111111108,0.1208791208791209,3.49,0,1,4,2,4.4,0.8393157962938965,True,False,False,True,False,False,True,False,True,False,6.58
STU01222,23,0.5751252086811353,0.3633156966490301,6.3,0.6555555555555557,0.10989010989010989,3.46,2,3,1,2,4.1,0.8895944019696772,True,False,False,False,True,False,False,True,False,True,6.605
STU01223,17,0.3639398998330551,0.689594356261023,8.6,0.21111111111111108,0.4505494505494505,2.69,0,0,1,0,8.5,0.6842037061034081,True,False,False,True,False,False,True,False,False,True,6.49
STU01224,23,0.1894824707846411,0.7989417989417988,7.5,0.41111111111111115,0.29670329670329676,2.71,0,0,1,1,4.3,0.628741739017753,False,True,False,False,True,False,True,False,False,True,4.895
STU01225,23,0.48163606010016696,0.5079365079365079,6.4,0.36666666666666664,0.34065934065934067,3.57,0,0,2,1,2.7,0.8828560321368407,True,False,False,True,False,False,True,False,False,True,6.095000000000001
STU01226,24,0.38647746243739567,0.562610229276896,7.0,0.36666666666666664,0.5494505494505494,2.4,0,0,2,1,4.7,0.8174160943371777,True,False,False,True,False,False,True,False,False,True,5.825
STU01227,22,0.48664440734557596,0.5731922398589064,6.8,0.27777777777777773,0.46153846153846156,2.79,2,1,4,2,3.5,0.6746144874951406,False,True,False,False,True,False,True,False,False,True,6.324999999999999
STU01228,18,0.44240400667779634,0.527336860670194,6.3,0.26666666666666666,0.31868131868131866,3.19,1,1,1,1,2.2,0.9083840870804717,True,False,False,False,True,False,True,False,True,False,5.8100000000000005
STU01229,18,0.5350584307178631,0.580246913580247,7.2,0.7555555555555555,0.29670329670329676,3.2,1,0,1,2,1.7,0.8899831540754178,True,False,False,True,False,False,False,True,True,False,6.8149999999999995
STU01230,20,0.5250417362270451,0.5749559082892417,7.1,0.0,0.4725274725274725,3.05,2,2,4,0,2.6,0.9248412595568226,True,False,False,True,False,False,False,True,False,True,6.705
STU01231,24,0.5567612687813022,0.6102292768959436,6.4,0.23333333333333334,0.41758241758241754,3.44,2,2,2,1,2.6,0.9284696125437345,False,True,False,True,False,True,False,False,True,False,6.545
STU01232,22,0.33889816360601005,0.6578483245149911,6.6,0.5777777777777777,0.3516483516483516,3.23,2,2,2,2,3.2,0.6429959828949074,False,True,False,True,False,False,True,False,True,False,5.34
STU01233,20,0.5818030050083473,0.7354497354497354,8.7,0.06666666666666668,0.39560439560439553,3.01,2,2,3,0,3.3,0.9387067513282364,True,False,False,False,True,False,False,True,True,False,7.845
STU01234,20,0.3313856427378965,0.7266313932980599,8.9,0.25555555555555554,0.06593406593406595,2.98,0,0,2,1,1.0,0.8146948295969937,False,True,False,True,False,False,True,False,False,True,6.445
STU01235,24,0.4298831385642738,0.6578483245149911,7.2,0.13333333333333336,0.0,2.91,0,2,3,1,4.3,0.9578851885447713,True,False,False,True,False,False,False,True,True,False,6.1850000000000005
STU01236,18,0.7262103505843073,0.5167548500881833,4.2,0.08888888888888888,0.41758241758241754,3.35,0,2,3,2,3.1,0.8781910068679538,False,True,False,True,False,True,False,False,True,False,6.460000000000001
STU01237,22,0.4749582637729549,0.7336860670194005,7.0,0.3777777777777778,0.5384615384615384,2.92,1,2,2,1,2.8,0.9860049241933394,False,True,False,True,False,True,False,False,False,True,6.355
STU01238,18,0.22120200333889817,0.7848324514991181,5.3,0.5666666666666667,0.1208791208791209,3.33,1,2,1,0,6.0,0.6519372813269406,False,True,False,True,False,False,True,False,True,False,3.985
STU01239,20,0.664440734557596,0.6737213403880071,6.4,0.0,0.02197802197802197,3.9,2,0,3,1,4.3,0.9267850200855255,False,True,False,True,False,False,False,True,True,False,7.19
STU01240,22,0.5826377295492488,0.5855379188712522,5.1,0.6000000000000001,0.3846153846153846,3.04,0,3,0,2,3.0,0.885447712841778,True,False,False,False,True,False,False,True,True,False,6.05
STU01241,20,0.6060100166944908,1.0,9.1,0.4333333333333334,0.34065934065934067,3.34,1,1,4,2,4.5,0.9030711416353506,False,True,False,False,True,True,False,False,False,True,8.19
STU01242,21,0.44824707846410683,0.26807760141093473,6.9,0.26666666666666666,0.3296703296703296,2.59,2,2,1,1,7.7,0.5986782428404821,False,True,False,False,True,False,True,False,False,True,6.145
STU01243,24,0.47328881469115197,0.7548500881834215,8.7,0.36666666666666664,0.3516483516483516,2.58,2,1,2,1,2.5,0.8652326033432681,False,True,False,True,False,False,False,True,True,False,7.195
STU01244,23,0.3764607679465777,0.6878306878306879,4.4,0.4444444444444445,0.4505494505494505,1.7,1,3,0,1,6.2,0.6581573150187896,True,False,False,True,False,False,True,False,False,True,4.465
STU01245,22,0.2988313856427379,0.9047619047619047,9.0,0.3444444444444444,0.36263736263736257,3.0,0,2,1,0,2.3,0.8831152002073345,False,True,False,True,False,False,False,True,True,False,6.3
STU01246,22,0.6711185308848081,0.962962962962963,7.2,0.36666666666666664,0.5274725274725274,3.87,0,2,2,2,5.2,0.9712323441751977,True,False,False,False,True,False,False,True,False,True,7.630000000000001
STU01247,23,0.35392320534223703,0.7583774250440918,8.1,0.36666666666666664,0.5604395604395603,2.65,2,1,3,1,2.9,0.8783205909032007,True,False,False,True,False,False,True,False,True,False,6.18
STU01248,20,0.335559265442404,0.5731922398589064,6.7,0.21111111111111108,0.39560439560439553,3.84,1,3,0,2,2.6,0.9226383309576262,True,False,False,True,False,False,False,True,True,False,5.37
STU01249,21,0.34140233722871455,0.7477954144620811,6.5,0.5555555555555556,0.3516483516483516,2.83,0,0,2,2,6.2,0.7694700012958403,True,False,False,True,False,False,False,True,False,True,5.305
STU01250,19,0.7262103505843073,0.4550264550264549,4.4,0.8666666666666667,0.31868131868131866,2.94,2,2,0,0,6.6,0.5664118180640145,True,False,False,False,True,False,True,False,True,False,6.5600000000000005
STU01251,23,0.5626043405676127,0.6649029982363315,6.6,0.35555555555555557,0.5164835164835164,3.71,1,1,2,2,2.6,0.9442788648438513,True,False,False,False,True,False,False,True,False,True,6.68
STU01252,24,0.35392320534223703,0.5220458553791889,4.5,0.5333333333333332,0.43956043956043955,4.0,0,1,2,0,4.0,0.9108461837501619,False,True,False,False,True,True,False,False,False,True,4.38
STU01253,18,0.40818030050083476,0.7354497354497354,6.5,0.9222222222222223,0.6043956043956044,3.64,0,1,1,2,4.2,0.618763768303745,False,True,False,True,False,False,False,True,False,True,5.705
STU01254,20,0.5008347245409015,0.3544973544973544,5.2,0.5555555555555556,0.37362637362637363,3.93,0,1,1,0,1.4,0.919009977970714,False,True,False,True,False,True,False,False,False,True,5.609999999999999
STU01255,23,0.5626043405676127,0.5943562610229276,6.5,0.15555555555555556,0.31868131868131866,2.59,1,3,3,1,4.0,0.9330050537773747,True,False,False,True,False,True,False,False,False,True,6.63
STU01256,23,0.14691151919866444,0.6843033509700176,9.5,0.41111111111111115,0.5494505494505494,2.86,1,3,0,1,5.3,0.5099131786963846,False,False,True,False,True,False,True,False,True,False,5.64
STU01257,22,0.5667779632721202,0.6137566137566137,7.7,0.711111111111111,0.43956043956043955,3.05,2,0,1,0,3.4,0.7136192821044448,True,False,False,False,True,True,False,False,False,True,7.255
STU01258,18,0.3789649415692821,0.5943562610229276,7.5,0.3,0.2087912087912088,3.02,0,0,2,0,6.5,0.7738758584942335,False,True,False,True,False,False,True,False,False,True,6.029999999999999
STU01259,18,0.3013355592654424,0.5238095238095237,7.4,0.3777777777777778,0.5824175824175823,2.3,1,1,1,2,3.7,0.6568614746663212,True,False,False,True,False,False,True,False,False,True,5.515000000000001
STU01260,24,0.35058430717863104,0.6102292768959436,6.7,0.14444444444444443,0.25274725274725274,3.67,0,1,0,2,4.4,0.8373720357651938,False,True,False,False,True,False,True,False,False,True,5.46
STU01261,18,0.5475792988313857,0.8994708994708995,5.9,0.3,0.36263736263736257,2.95,0,0,3,2,5.9,0.8194894389011275,False,True,False,True,False,True,False,False,True,False,6.24
STU01262,23,0.7095158597662771,0.5520282186948853,7.9,0.6000000000000001,0.5824175824175823,3.87,0,2,1,1,3.3,0.9298950369314499,False,True,False,True,False,False,True,False,False,True,8.21
STU01263,19,0.44073455759599334,0.43386243386243395,7.2,0.6333333333333333,0.17582417582417584,2.52,2,1,1,1,4.0,0.6602306595827395,False,True,False,True,False,False,True,False,True,False,6.25
STU01264,17,0.5083472454090151,0.4779541446208113,5.5,0.41111111111111115,0.2857142857142857,3.09,0,2,2,1,4.2,0.9216016586756514,True,False,False,False,True,True,False,False,False,True,5.805
STU01265,20,0.27963272120200333,0.5784832451499118,8.5,0.45555555555555544,0.34065934065934067,3.5,0,0,1,2,6.3,0.5572113515614877,False,True,False,False,True,True,False,False,True,False,5.9350000000000005
STU01266,17,0.49749582637729556,0.7689594356261025,8.9,0.41111111111111115,0.2857142857142857,2.13,1,2,3,2,5.1,0.9085136711157186,False,True,False,True,False,False,True,False,False,True,7.44
STU01267,23,0.5534223706176962,0.6067019400352733,6.7,0.6444444444444444,0.36263736263736257,2.36,0,0,2,1,6.3,0.9661785668005703,True,False,False,False,True,False,False,True,True,False,6.675000000000001
STU01268,17,0.1669449081803005,0.783068783068783,8.0,0.8555555555555554,0.3076923076923077,2.94,0,2,1,0,4.6,0.6267979784890503,True,False,False,True,False,False,False,True,True,False,5.01
STU01269,23,0.3297161936560935,0.8853615520282188,6.8,0.45555555555555544,0.4285714285714286,2.98,2,2,1,1,5.2,0.6935337566411818,True,False,False,True,False,False,True,False,False,True,5.385
STU01270,17,0.5475792988313857,0.5026455026455026,7.9,0.14444444444444443,0.7582417582417582,2.62,1,3,3,2,1.6,0.9687702475055072,False,True,False,True,False,False,True,False,True,False,7.24
STU01271,18,0.12186978297161936,0.689594356261023,6.2,0.6333333333333333,0.3296703296703296,3.5,2,1,2,0,7.1,0.464170014254244,True,False,False,True,False,True,False,False,True,False,3.84
STU01272,21,0.3530884808013356,0.6014109347442682,6.0,0.4222222222222222,0.27472527472527475,2.95,1,2,2,1,5.1,0.7096021770117921,True,False,False,True,False,True,False,False,False,True,5.125
STU01273,18,0.5158597662771286,0.8077601410934743,8.2,0.26666666666666666,0.25274725274725274,2.66,2,2,3,1,3.1,0.987300764545808,False,True,False,False,True,False,False,True,True,False,7.199999999999999
STU01274,18,0.13355592654424042,0.7901234567901234,8.6,0.4444444444444445,0.23076923076923075,2.66,2,1,3,2,4.3,0.6353505248153428,True,False,False,False,True,True,False,False,True,False,5.109999999999999
STU01275,24,0.34974958263772954,0.7160493827160495,7.5,0.4333333333333334,0.37362637362637363,3.08,1,0,3,2,3.8,0.8110664766100818,False,True,False,False,True,True,False,False,True,False,5.855
STU01276,22,0.4248747913188648,0.4620811287477955,7.9,0.3444444444444444,0.5494505494505494,2.76,0,0,1,2,4.6,0.8321886743553194,False,True,False,True,False,True,False,False,True,False,6.505000000000001
STU01277,22,0.5642737896494158,0.5925925925925928,8.3,0.41111111111111115,0.5164835164835164,3.28,0,1,3,2,2.3,0.919009977970714,True,False,False,True,False,False,True,False,False,True,7.540000000000001
STU01278,17,0.2020033388981636,0.6349206349206349,7.6,0.7777777777777777,0.4945054945054945,3.46,1,0,2,0,4.4,0.6970325255928469,True,False,False,True,False,False,True,False,True,False,5.02
STU01279,23,0.6010016694490817,0.6366843033509701,10.0,0.3,0.5274725274725274,3.41,0,2,4,1,3.4,0.9874303485810548,False,True,False,False,True,True,False,False,True,False,8.61
STU01280,24,0.4666110183639399,0.5449735449735451,8.5,0.6222222222222222,0.17582417582417584,2.86,2,0,2,0,2.3,0.746144874951406,True,False,False,False,True,True,False,False,False,True,7.055
STU01281,18,0.6151919866444073,0.691358024691358,6.8,0.39999999999999997,0.5824175824175823,2.8,0,3,3,1,1.8,0.996371647013088,True,False,False,True,False,True,False,False,True,False,7.095
STU01282,24,0.6101836393989983,0.7231040564373898,6.8,0.31111111111111106,0.3076923076923077,4.0,1,2,3,2,2.8,0.9169366334067642,True,False,False,False,True,True,False,False,False,True,7.0649999999999995
STU01283,17,0.4724540901502504,0.7037037037037037,7.1,0.7444444444444445,0.0879120879120879,3.43,0,0,3,1,5.9,0.9587922767914993,False,True,False,False,True,False,True,False,True,False,6.39
STU01284,22,0.49666110183639395,0.5185185185185186,7.5,0.2222222222222222,0.46153846153846156,3.1,0,2,3,2,2.2,0.9857457561228457,True,False,False,True,False,False,False,True,False,True,6.734999999999999
STU01285,21,0.12520868113522537,0.5837742504409171,6.0,0.6777777777777776,0.31868131868131866,2.56,1,2,0,0,6.2,0.43371776597123235,False,True,False,True,False,False,False,True,False,True,3.76
STU01286,20,0.19031719532554256,0.45326278659611985,7.3,0.35555555555555557,0.5824175824175823,2.79,0,1,1,1,3.5,0.6656731890631076,True,False,False,True,False,True,False,False,True,False,4.8
STU01287,17,0.24791318864774628,0.5255731922398588,6.2,0.24444444444444446,0.25274725274725274,2.87,2,2,3,2,4.0,0.6366463651678114,False,True,False,True,False,False,True,False,False,True,4.595000000000001
STU01288,24,0.3572621035058431,0.7530864197530864,6.5,0.7888888888888888,0.5274725274725274,2.46,1,0,2,2,2.6,0.7149151224569134,False,True,False,True,False,False,True,False,False,True,5.4
STU01289,21,0.5717863105175293,0.6137566137566137,8.6,0.711111111111111,0.43956043956043955,3.46,2,1,2,1,4.4,0.9832836594531554,True,False,False,True,False,False,True,False,False,True,7.734999999999999
STU01290,20,0.11769616026711185,0.6190476190476191,7.5,0.8333333333333333,0.24175824175824176,2.29,0,2,0,0,4.4,0.40015550084229623,False,True,False,False,True,False,False,True,True,False,4.465
STU01291,19,0.36227045075125214,0.8289241622574957,6.9,0.5333333333333332,0.4725274725274725,3.0,0,2,3,0,5.8,0.7859271737721912,False,True,False,False,True,True,False,False,True,False,5.630000000000001
STU01292,17,0.19532554257095158,0.5520282186948853,8.2,0.2222222222222222,0.29670329670329676,3.07,0,1,2,0,4.4,0.9340417260593495,False,True,False,False,True,True,False,False,False,True,5.279999999999999
STU01293,17,0.15525876460767946,0.6507936507936509,7.8,0.6444444444444444,0.31868131868131866,2.39,0,2,0,2,6.0,0.45911623687961645,True,False,False,True,False,True,False,False,True,False,4.84
STU01294,19,0.6619365609348915,0.40035273368606705,8.6,0.14444444444444443,0.5494505494505494,3.67,0,2,1,2,5.4,0.8807826875728911,False,True,False,False,True,False,True,False,False,True,8.275
STU01295,19,0.4323873121869783,0.8024691358024691,8.1,0.5666666666666667,0.16483516483516483,2.82,0,2,1,2,8.3,0.9319683814954,True,False,False,True,False,True,False,False,True,False,6.65
STU01296,17,0.6886477462437395,0.6190476190476191,5.8,0.8333333333333333,0.5934065934065934,3.08,2,0,0,2,5.0,0.8119735648568097,False,True,False,False,True,False,True,False,False,True,7.035
STU01297,19,0.6135225375626043,0.783068783068783,7.3,0.6666666666666665,0.2857142857142857,3.02,0,0,1,2,2.0,0.9313204613191656,False,True,False,False,True,False,True,False,False,True,7.335
STU01298,18,0.2621035058430718,0.7777777777777779,5.3,0.4666666666666666,0.36263736263736257,3.37,0,2,2,0,8.0,0.5337566411818064,False,True,False,False,True,False,False,True,False,True,4.23
STU01299,20,0.10601001669449082,0.6419753086419753,8.8,0.4888888888888889,0.6703296703296703,3.27,2,0,1,0,5.4,0.6623040041466892,True,False,False,True,False,True,False,False,True,False,5.045
STU01300,20,0.7612687813021703,0.742504409171076,7.2,0.18888888888888888,0.3516483516483516,3.32,2,3,2,0,6.9,0.9300246209666968,False,True,False,False,True,False,True,False,True,False,8.17
STU01301,20,0.3480801335559266,0.40388007054673736,6.5,0.45555555555555544,0.06593406593406595,2.42,1,3,0,2,4.1,0.7027342231437088,False,True,False,True,False,False,False,True,True,False,5.345000000000001
STU01302,18,0.22454090150250416,0.5590828924162259,7.1,0.3222222222222222,0.25274725274725274,3.68,0,2,1,2,6.5,0.7511986523260336,False,False,True,True,False,False,False,True,False,True,4.904999999999999
STU01303,23,0.5308848080133556,0.32804232804232814,5.8,0.26666666666666666,0.4835164835164836,3.22,0,0,0,0,4.1,0.8557729687702474,True,False,False,True,False,False,False,True,True,False,6.09
STU01304,19,0.4382303839732888,0.8130511463844798,7.2,0.49999999999999994,0.43956043956043955,3.04,2,2,1,2,8.7,0.7291693663340676,False,True,False,True,False,False,False,True,True,False,6.234999999999999
STU01305,21,0.3038397328881469,0.7513227513227514,8.9,0.08888888888888888,0.43956043956043955,2.79,2,0,4,2,4.2,0.7479590514448621,False,True,False,True,False,True,False,False,False,True,6.28
STU01306,19,0.35809682804674453,0.8888888888888888,6.5,0.21111111111111108,0.6263736263736264,3.6,0,2,3,2,8.3,0.9174549695477517,True,False,False,False,True,False,True,False,False,True,5.404999999999999
STU01307,17,0.44240400667779634,0.8765432098765431,7.3,0.3888888888888889,0.2197802197802198,2.87,0,2,2,0,4.5,0.894389011273811,False,True,False,True,False,True,False,False,False,True,6.3100000000000005
STU01308,22,0.4282136894824708,0.9135802469135801,6.9,0.5111111111111111,0.3846153846153846,3.19,0,2,3,2,5.2,0.8822081119606066,False,True,False,True,False,False,True,False,True,False,6.025
STU01309,24,0.5417362270450751,0.617283950617284,7.8,0.5777777777777777,0.5054945054945054,3.13,1,0,2,2,6.3,0.9112349358559025,True,False,False,True,False,False,True,False,True,False,7.154999999999999
STU01310,24,0.3564273789649416,0.398589065255732,8.4,0.7888888888888888,0.07692307692307693,3.45,2,1,0,0,4.0,0.6370351172735519,True,False,False,True,False,True,False,False,True,False,6.345000000000001
STU01311,20,0.35809682804674453,0.5820105820105821,4.5,0.49999999999999994,0.3846153846153846,3.78,1,1,3,2,5.9,0.7837242451729948,True,False,False,False,True,False,False,True,False,True,4.404999999999999
STU01312,19,0.5158597662771286,1.0,6.9,0.24444444444444446,0.5494505494505494,1.7,2,1,1,2,3.8,0.8179344304781652,False,True,False,True,False,True,False,False,False,True,6.550000000000001
STU01313,21,0.4682804674457429,0.744268077601411,5.7,0.36666666666666664,0.3516483516483516,3.42,0,1,2,2,3.6,0.9876895166515486,False,True,False,True,False,True,False,False,True,False,5.665
STU01314,17,0.5984974958263773,0.8500881834215168,5.9,0.26666666666666666,0.2857142857142857,2.73,0,2,2,2,4.1,0.8803939354671505,True,False,False,False,True,False,True,False,False,True,6.545
STU01315,18,0.3739565943238731,0.781305114638448,7.9,0.6444444444444444,0.29670329670329676,3.25,0,2,1,1,4.4,0.9646235583776078,False,True,False,True,False,False,True,False,True,False,6.2
STU01316,23,0.3989983305509182,0.7495590828924161,8.8,0.41111111111111115,0.31868131868131866,3.29,0,2,3,2,4.5,0.9261370999092912,True,False,False,True,False,False,False,True,True,False,6.800000000000001
STU01317,18,0.22287145242070117,0.5961199294532626,6.3,0.6888888888888889,0.27472527472527475,2.48,0,2,0,2,5.7,0.3629648827264481,True,False,False,False,True,False,True,False,False,True,4.495
STU01318,21,0.666110183639399,0.46031746031746046,8.1,0.5777777777777777,0.14285714285714285,3.26,2,1,3,2,3.6,0.9914474536737073,False,True,False,False,True,False,True,False,True,False,8.05
STU01319,17,0.18280467445742904,0.8007054673721341,5.4,0.19999999999999996,0.36263736263736257,2.79,2,2,1,0,2.1,0.5561746792795128,True,False,False,True,False,False,True,False,True,False,3.805
STU01320,20,0.4490818030050084,0.49735449735449744,7.3,0.5111111111111111,0.3296703296703296,2.4,0,1,1,2,6.2,0.7276143579111053,True,False,False,True,False,False,False,True,False,True,6.35
STU01321,19,0.26711185308848084,0.9312169312169312,7.4,0.6666666666666665,0.2637362637362637,3.19,0,0,3,0,6.9,0.8038097706362576,True,False,False,False,True,False,False,True,True,False,5.3100000000000005
STU01322,17,0.4716193656093489,0.746031746031746,5.9,0.26666666666666666,0.23076923076923075,3.45,0,1,2,2,3.7,0.9806919787482181,False,True,False,True,False,True,False,False,False,True,5.785
STU01323,24,0.5400667779632722,0.7654320987654322,7.9,0.18888888888888888,0.8021978021978021,2.64,1,2,3,2,1.7,0.8437216534922899,False,True,False,True,False,False,True,False,True,False,7.195
STU01324,23,0.14190317195325544,0.656084656084656,8.0,0.23333333333333334,0.2857142857142857,2.9,0,2,2,1,6.2,0.6637294285344046,True,False,False,True,False,False,True,False,True,False,4.86
STU01325,18,0.3806343906510852,0.3615520282186948,6.6,0.35555555555555557,0.5384615384615384,2.57,0,0,3,1,3.9,0.6659323571336012,False,True,False,True,False,True,False,False,True,False,5.59
STU01326,23,0.12270450751252088,0.5026455026455026,6.3,0.3444444444444444,0.34065934065934067,3.85,0,2,2,0,5.1,0.7086950887650642,False,False,True,True,False,False,True,False,True,False,3.895
STU01327,23,0.6502504173622704,0.8130511463844798,8.0,0.5666666666666667,0.4065934065934066,2.72,0,1,1,1,5.3,0.8192302708306337,False,True,False,True,False,False,True,False,True,False,7.904999999999999
STU01328,21,0.34140233722871455,0.43738977072310403,8.0,0.6000000000000001,0.3296703296703296,2.64,2,0,3,0,6.2,0.6120253984709085,True,False,False,False,True,False,True,False,False,True,6.055
STU01329,21,0.15275459098497496,0.44620811287477946,7.6,0.14444444444444443,0.5384615384615384,3.59,1,2,1,1,6.0,0.7874821821951535,False,True,False,False,True,False,True,False,False,True,4.725
STU01330,19,0.2988313856427379,0.9047619047619047,8.5,0.25555555555555554,0.2087912087912088,2.88,0,0,1,0,4.5,0.825320720487236,True,False,False,True,False,False,True,False,False,True,6.05
STU01331,21,0.6343906510851419,0.29453262786596124,7.3,0.4888888888888889,0.37362637362637363,3.49,0,1,2,2,4.6,0.7964234806271867,False,True,False,False,True,True,False,False,False,True,7.46
STU01332,21,0.664440734557596,0.6366843033509701,7.3,0.7444444444444445,0.34065934065934067,2.91,2,2,1,2,5.4,0.8093818841518724,False,True,False,True,False,True,False,False,False,True,7.640000000000001
STU01333,17,0.6277128547579299,0.7125220458553791,6.5,0.49999999999999994,0.1978021978021978,3.13,2,0,3,1,3.8,0.8914085784631333,False,True,False,True,False,False,True,False,False,True,7.02
STU01334,24,0.2846410684474124,0.9858906525573192,7.5,0.8222222222222222,0.46153846153846156,2.55,2,0,0,2,4.9,0.48801347673966566,True,False,False,True,False,False,True,False,True,False,5.465
STU01335,20,0.39065108514190316,0.8324514991181657,7.4,0.4888888888888889,0.2637362637362637,2.86,0,2,2,1,4.5,0.9085136711157186,False,True,False,False,True,False,False,True,True,False,6.050000000000001
STU01336,19,0.6886477462437395,0.7266313932980599,9.2,0.7222222222222221,0.3516483516483516,2.45,0,3,3,2,2.5,0.8241544641700141,True,False,False,False,True,False,True,False,False,True,8.735
STU01337,17,0.2938230383973289,0.3527336860670194,8.4,0.6111111111111112,0.5164835164835164,1.89,1,2,1,2,6.3,0.40482052611118313,True,False,False,True,False,False,False,True,True,False,5.970000000000001
STU01338,20,0.3597662771285476,0.6049382716049383,6.5,0.3777777777777778,0.4835164835164836,2.78,1,1,2,2,2.1,0.8367241155889594,False,True,False,False,True,False,False,True,False,True,5.415
STU01339,23,0.25626043405676124,0.35978835978835977,5.7,0.3333333333333333,0.4835164835164836,3.71,1,1,2,0,3.7,0.7585849423351042,True,False,False,False,True,True,False,False,True,False,4.395
STU01340,17,0.22120200333889817,0.6966490299823633,5.7,0.4888888888888889,0.39560439560439553,2.74,0,3,1,2,4.8,0.5582480238434625,False,True,False,False,True,True,False,False,True,False,4.1850000000000005
STU01341,22,0.6168614357262103,0.41446208112874783,6.9,0.3222222222222222,0.41758241758241754,2.5,0,1,2,1,2.2,0.9377996630815085,False,False,True,True,False,True,False,False,False,True,7.155
STU01342,17,0.5208681135225376,0.8218694885361553,6.0,0.3444444444444444,0.3076923076923077,2.91,2,2,2,2,5.9,0.8196190229363743,True,False,False,True,False,True,False,False,True,False,6.13
STU01343,21,0.4908180300500835,0.7601410934744268,6.0,0.23333333333333334,0.43956043956043955,2.92,2,0,2,0,6.1,0.7667487365556563,False,True,False,False,True,False,True,False,False,True,5.95
STU01344,20,0.5125208681135226,0.5590828924162259,6.2,0.45555555555555544,0.2857142857142857,2.71,2,3,2,1,5.6,0.9459634573020604,False,True,False,True,False,False,False,True,False,True,6.18
STU01345,19,0.5859766277128547,0.7231040564373898,6.9,0.4666666666666666,0.4285714285714286,3.07,2,0,3,2,3.5,0.9222495788518855,False,True,False,False,True,False,False,True,False,True,6.970000000000001
STU01346,19,0.667779632721202,0.6878306878306879,5.5,0.0,0.2087912087912088,2.44,0,1,1,1,3.4,0.8674355319424648,False,False,True,False,True,True,False,False,True,False,6.76
STU01347,20,0.41485809682804675,0.6701940035273368,5.5,0.4222222222222222,0.2637362637362637,3.17,0,3,1,1,5.3,0.8590125696514189,False,True,False,True,False,True,False,False,True,False,5.245
STU01348,21,0.3589315525876461,0.654320987654321,7.7,0.5222222222222221,0.39560439560439553,3.42,0,0,1,2,4.6,0.7999222495788519,True,False,False,False,True,False,True,False,True,False,6.01
STU01349,18,0.24457429048414026,0.7777777777777779,6.7,0.6777777777777776,0.41758241758241754,3.58,1,2,0,2,5.9,0.5371258260982248,False,True,False,True,False,False,True,False,True,False,4.825
STU01350,17,0.5959933222036728,0.6631393298059967,7.1,0.3444444444444444,0.6043956043956044,2.7,1,2,4,2,1.0,0.9690294155760012,True,False,False,True,False,False,True,False,False,True,7.13
STU01351,21,0.3297161936560935,0.5873015873015872,8.9,0.17777777777777776,0.2087912087912088,2.36,1,2,3,2,4.7,0.9538680834521188,False,True,False,False,True,False,True,False,True,False,6.4350000000000005
STU01352,22,0.16611018363939897,0.7160493827160495,6.0,0.36666666666666664,0.36263736263736257,3.18,2,2,0,1,6.3,0.6125437346118958,True,False,False,False,True,False,True,False,False,True,4.005
STU01353,24,0.37061769616026713,0.5326278659611994,7.0,0.36666666666666664,0.46153846153846156,3.42,2,3,2,2,4.4,0.7832059090320073,True,False,False,False,True,False,False,True,False,True,5.73
